q:doc_id,es,okapi-tf,tf-idf,okapi-bm25,laplace,jm,label
54:AP891229-0163,19.260307,2.0309353911495567,7.219377873499203,18.045893317999983,-34.24871257507484,-11.01812836715803,1
54:AP890828-0184,1.0,1.186018164374734,4.355665585843941,12.291298128631409,-34.31732852639521,-15.449046173960813,1
54:AP890605-0089,20.067694,2.317202380379142,7.8045739173921085,18.84559824692756,-30.731480306467773,-10.21262874140675,1
54:AP891226-0124,20.450003,2.233442609352836,7.870481826386085,19.207062288462403,-33.21497186679797,-10.589547634835485,1
54:AP890329-0150,15.411323,1.654686597885023,5.465756999825609,14.38916844565951,-33.11235768002448,-13.931556783357388,1
54:AP890828-0029,21.448603,2.410985692085905,8.483978435026062,20.204376722867693,-30.22644027247769,-10.690319696703977,1
54:AP891212-0267,17.777468,1.8191841880879176,6.483586035832213,16.745500370751742,-32.0562306048716,-13.487082962685662,1
54:AP890306-0169,20.462631,2.2182415370252033,7.904608352832981,19.230418366856405,-32.92753956452307,-10.794783167525129,1
54:AP890215-0048,15.091088,1.551835535822321,5.792441951632505,13.969135536050878,-33.57265953090463,-17.62882748689411,1
54:AP890407-0161,14.558973,1.4509410028840946,5.4693581083630285,13.424678819030891,-35.00657868839381,-17.39723283572237,1
54:AP890724-0177,12.344536,1.4754352553041628,4.575490527730022,11.195555397111356,-34.02658191023775,-17.73352746406662,1
54:AP891220-0132,17.631962,1.8342407727519485,6.332509371374981,16.456059783048794,-34.94173484888113,-11.62244772411703,1
54:AP890212-0042,15.11846,1.5889631089563934,5.81379499505701,13.980237799205373,-33.70790621970288,-17.133926089364,1
54:AP890330-0029,17.492384,1.8693160414768184,6.366891535040242,16.425183866735495,-32.7470490205649,-12.946697445123988,1
54:AP890622-0082,19.021803,1.974945468193291,7.127697635413938,17.82854741988464,-34.13109607366731,-11.390924503691092,1
54:AP890810-0106,17.46889,1.8037798151512638,6.51173043313774,16.397298952812275,-32.52457101512236,-13.09333587144713,1
54:AP890810-0146,18.960667,2.036440309697006,7.127218907692062,17.830454074499315,-32.36925553310617,-12.039161785803707,1
54:AP890123-0052,16.307821,1.7572561153823596,6.543658677439369,15.112772397249291,-32.31752059762001,-16.185707388005568,1
54:AP890117-0119,19.421131,2.1105942999563387,7.343619006931289,18.274077083838797,-32.08173988865872,-11.87110798038827,1
54:AP890825-0103,21.486702,2.4106376990333924,8.474078686068385,20.20191092898245,-32.21377309676039,-9.938899027918396,1
54:AP891230-0111,18.235497,1.8896295924658904,6.658088004359323,17.07366252259351,-34.53656118177547,-11.909700690882438,1
54:AP891027-0195,14.678694,1.4628541902000163,5.585221612126221,13.552332461386815,-34.41912505501597,-17.470569124449568,1
54:AP890927-0161,17.497086,1.8362548263183314,6.339651772507401,16.469682451433997,-31.935365902677816,-13.433426954716055,1
54:AP890605-0104,14.952709,1.5542163711830452,5.700743213876503,13.80837464643961,-34.382590902014826,-17.079452246208838,1
54:AP890327-0078,9.454966,0.979615376732719,3.0359297261495284,8.391232883926687,-36.328334528376125,-19.212927160172327,1
54:AP890929-0092,17.947815,1.8749194903180593,6.619299168067371,16.83670236031305,-33.55664770192275,-12.462795665068295,1
54:AP891220-0010,15.152315,1.4534536919247638,5.303970023493118,14.195372885807496,-33.470030666008,-14.583753647972614,1
54:AP891229-0047,17.401384,1.8174100692138415,6.251689744711043,16.248124889953196,-34.718757838749475,-11.928350229978236,1
54:AP890328-0062,11.90547,1.3921952462314933,4.31665810743389,10.783489005073765,-34.38336782464796,-18.23939740532333,1
54:AP890118-0061,19.202555,2.0880773984503964,7.203306184330112,18.06110694523272,-32.4180456972756,-12.079104117546482,1
54:AP891219-0001,16.951302,1.6880557774618428,6.13238553871312,15.944395734890971,-32.43092405431302,-13.827585076847758,1
54:AP890715-0145,15.401033,1.5139913317412614,5.366947015602211,14.426985414498425,-33.84599410062515,-14.31646638114995,1
54:AP890729-0025,1.0,1.6036373893545863,5.646730384376925,15.232771155789242,-33.11335572206927,-14.261688224565841,1
54:AP890205-0032,12.231145,1.2250844932338114,4.333570224636775,11.229982676974062,-34.2200632306223,-19.09015339028472,1
54:AP891219-0007,15.195281,1.584482173524043,5.833896683141234,14.029332082718227,-34.53651954850216,-16.65690487791705,1
54:AP891220-0017,17.887129,1.8693898943598488,6.457204864790284,16.692667018035348,-34.94165157482273,-11.27549378137292,1
54:AP891228-0129,17.515451,1.8327933137103714,6.306444876904115,16.354370691333525,-34.71871620432058,-11.795184450109009,1
54:AP890329-0077,17.455473,1.8811374802230736,6.357210446937065,16.391997209818904,-32.42926083531803,-13.096242834437096,1
54:AP890126-0207,19.083872,2.016623078535308,7.216547842430968,17.910999300863516,-33.43844844039379,-11.641444697741589,1
54:AP890712-0008,19.69286,2.1107967660337623,7.509671729975851,18.47039857986978,-33.62027044990132,-10.756902373989124,1
54:AP890924-0063,17.359682,1.7387668628648592,6.224576836377171,16.301797954973424,-33.90936769034382,-13.360827411673942,1
54:AP891117-0225,17.980583,1.9895173733421487,6.663305989217988,16.83107716431253,-33.21555463153282,-11.936100352511676,1
54:AP890224-0115,18.753962,1.9649360454575815,6.922118414171532,17.55448207867655,-34.5363530125199,-11.269513732118234,1
54:AP890222-0165,15.336748,1.5955855615533816,5.9250026987349536,14.181021756728743,-34.13138748116104,-16.996966453886692,1
54:AP890809-0040,18.385597,1.9213348229096594,6.87607973858439,17.259811406524854,-33.284880460620045,-12.335718639670084,1
54:AP891218-0021,20.200075,2.1614735786742325,7.749486159975207,18.962374575606805,-33.43803215676521,-10.67915963821268,1
54:AP890401-0127,19.800959,2.133626104163394,7.661191749148216,18.59107911374472,-32.745301259833845,-10.86370754915565,1
54:AP890413-0069,8.849355,0.9007393316757569,2.791484676023619,7.871608368423809,-35.51912437843288,-20.113869276158745,1
54:AP891219-0144,17.50757,1.8172078146216628,6.272118861672144,16.34053504071005,-34.94177648504352,-11.779774519392529,1
54:AP890829-0166,19.904335,2.126285831051055,7.610095267622853,18.71546984643222,-32.81025600684399,-11.49428258362601,1
54:AP890728-0157,21.5874,2.434948413720294,8.518525620214962,20.27563063195513,-32.7038964520583,-9.257391027957073,1
54:AP890927-0127,7.3430676,0.6440012358692253,2.4328475783782118,7.343354651547191,-36.32949989617627,-20.9435023280181,0
54:AP890605-0089,20.067694,2.317202380379142,7.8045739173921085,18.84559824692756,-30.731480306467773,-10.21262874140675,0
54:AP891212-0076,15.997095,1.6980645591563561,6.331261095106907,14.798890694200015,-33.84342787858812,-15.994734369681787,0
54:AP891121-0267,5.8463097,0.7571525159696824,2.3994884667166327,5.846581577797872,-36.32827901599687,-23.825116005996623,0
54:AP891201-0092,5.4520454,0.6828470309909161,2.1640073047845565,5.452299103090761,-35.76970356910969,-24.661933326285784,0
54:AP891219-0009,13.723692,1.4953134429037818,5.595736943202156,13.724231846866834,-33.72681021073189,-17.82251571405431,0
54:AP890714-0032,8.4691305,0.7491363224613423,2.9269125553054356,8.46945280319194,-35.92436762561295,-20.602104547890505,0
54:AP890617-0120,7.0893984,0.7825058442214898,2.481099653192762,7.089728216364811,-35.63712925040895,-20.398292010692813,0
54:AP890324-0096,10.221903,1.0133724808895723,3.7246428906967894,10.222310579445743,-35.92320245179224,-19.449597377841574,0
54:AP890501-0114,5.8729854,0.7606304436958707,2.414151275249666,5.873258236340632,-35.63583938509029,-24.244550766210445,0
54:AP890215-0048,15.091088,1.551835535822321,5.792441951632505,13.969135536050878,-33.57265953090463,-17.62882748689411,0
54:AP890729-0118,6.05978,0.7976882634792418,2.5317684224851877,6.060061909140796,-35.76898238105986,-23.913170525592022,0
54:AP890312-0090,5.544057,0.6997470213559228,2.217564984529597,5.544314652748991,-36.105565603547824,-24.45897253087079,0
54:AP890912-0087,6.1808424,0.8223613911134626,2.6100780182109777,6.1811299515636895,-35.15055344254362,-23.935278849835413,0
54:AP890522-0344,5.7807693,0.744451795145815,2.359238672265606,5.781038325048563,-35.92324404675387,-24.254241270506668,0
54:AP890206-0183,5.692552,0.7259523162412227,2.3040869906660437,5.692816734393723,-36.32837616030134,-24.11261309858651,0
54:AP890316-0060,7.645657,0.653890528596732,2.611324269426458,7.645942231893748,-35.638238063072265,-21.000181618765165,0
54:AP891211-0211,6.9180913,0.7491363224613423,2.3754932766404755,6.918413337962583,-35.92436762561295,-20.46420202000145,0
54:AP890808-0024,13.943357,1.355529457844004,5.150760691845637,12.858950818542485,-34.824756658092966,-18.210039714580134,0
54:AP890622-0082,19.021803,1.974945468193291,7.127697635413938,17.82854741988464,-34.13109607366731,-11.390924503691092,0
54:AP891209-0082,6.5041676,0.5567735379729905,2.103326947400022,6.504421698571459,-36.330054594649205,-21.307634898711196,0
54:AP891017-0226,5.536309,0.6983138841643525,2.2130232362161917,5.536566536395956,-35.76959265094984,-24.58254161790323,0
54:AP890311-0037,5.849611,0.7577960610449669,2.4015279223789836,5.849883023532498,-36.10531586802338,-24.046075603633206,0
54:AP891128-0117,5.9627056,0.7782795004476213,2.4701672988223806,5.962982757409121,-35.923077563334196,-23.990298238356417,0
54:AP890126-0109,6.4338837,0.6884584876818719,2.143611414713654,5.3870713626082605,-36.32854267144236,-24.453702518600522,0
54:AP891104-0074,6.0786777,0.8033639720375018,2.545936974152293,6.078960635505153,-35.412695833776084,-24.01958286896785,0
54:AP890302-0145,13.863883,1.4111580602997182,5.108323257786186,12.77303394928773,-34.67049498315986,-17.912722439574978,0
54:AP891220-0010,15.152315,1.4534536919247638,5.303970023493118,14.195372885807496,-33.470030666008,-14.583753647972614,0
54:AP890125-0306,5.879145,0.7635698455070377,2.419825595481613,5.87941909737025,-35.41302862517095,-24.29442821098626,0
54:AP890118-0061,19.202555,2.0880773984503964,7.203306184330112,18.06110694523272,-32.4180456972756,-12.079104117546482,0
54:AP891116-0160,12.44037,1.231988050157541,4.386932521325209,11.382637092696818,-35.412210319195985,-18.489318821390277,0
54:AP890807-0066,11.674343,1.2273718323865668,4.483829079293009,11.674809338551025,-34.67127181957274,-18.93612654417639,0
54:AP891103-0030,8.650711,0.840182983053424,3.681287585151477,8.651002031560141,-35.51766795277895,-23.667922391824224,0
54:AP890310-0034,10.070801,0.9597625480722457,3.625701102489522,10.071194263305824,-36.32833452837612,-19.325940321885447,0
54:AP890309-0139,5.972891,0.6258658624251539,1.9845748045140186,5.973168780966522,-35.92525492169671,-20.90129881361591,0
54:AP891008-0022,5.46059,0.5567735379729905,1.7658009520068925,5.460843722917246,-36.330054594649205,-21.058348915835992,0
54:AP891117-0115,7.737611,0.6870567126712691,2.5938541541442364,7.7379134982580045,-36.32927797370327,-20.796391785432423,0
54:AP890206-0133,6.449163,0.8789811969468421,2.7897826008896263,6.449462766750498,-34.882067582713915,-23.465837097179268,0
54:AP890205-0032,12.231145,1.2250844932338114,4.333570224636775,11.229982676974062,-34.2200632306223,-19.09015339028472,0
54:AP891025-0168,5.840128,0.47988127403612285,2.1026145638366525,5.840324862290018,0,-25.12203511603765,0
54:AP890424-0182,6.9198976,0.7491363224613423,2.376261399780055,6.920219752996493,-35.92436762561295,-20.482658710988687,0
54:AP891126-0060,9.997125,1.0458585346094336,3.720873724115326,9.997533419573802,-35.230776649349764,-19.58389148765472,0
54:AP890712-0244,11.334516,1.1006678411012722,4.316029229746707,11.334946442306897,-34.67204835436536,-19.47716743523864,0
54:AP890802-0126,5.6357446,0.715253423394259,2.2701299672201296,5.63600660369839,-35.63617217648516,-24.51120446011946,0
54:AP890613-0162,7.48467,0.6759032464002463,2.9614908655899206,7.484922399031985,-35.92363240031305,-24.720159008849016,0
54:AP890216-0285,8.169105,0.7694150970749873,3.371215915843139,8.169380300235643,-35.51816729220489,-24.27079218192465,0
54:AP890713-0003,8.233843,0.9344510006132298,2.9631919172840737,8.234225418054026,-35.92347993570729,-19.69749822351031,0
54:AP891103-0147,13.970483,1.376361511972153,5.11094225804518,12.845399380747267,-35.51723777559972,-17.529798717077327,0
54:AP890424-0069,7.8464966,0.8888201825577319,2.818250346718314,7.846861795603278,-35.63646366761922,-19.986475568604455,0
54:AP890502-0073,5.8142557,0.7492249291594734,2.377951517941593,5.814525714925797,-35.769259822634176,-24.274569158254394,0
54:AP890612-0023,5.9068236,0.4871414030617936,2.134425042491753,5.907022434767143,-36.61661316210058,0,0
54:AP890427-0153,5.6059346,0.45480298833162625,1.9927332835882345,5.606123556390426,-36.616779580873,0,0
54:AP890309-0186,6.054319,0.5033876384598963,2.2056084226396475,6.054522627779295,0,-24.95337454415643,0
54:AP890310-0094,13.420295,1.4256149260012836,5.408067427182514,13.420818070806677,-33.97823559101568,-18.185854164143112,0
54:AP890817-0100,5.522153,0.6941655991115062,2.203199701272473,5.5224100438102735,-35.92352145754207,-24.54826224792484,0
54:AP890811-0113,12.769485,1.308028370736365,5.063780936053556,12.769976127387187,-34.824867647039184,-18.38352087083637,0
54:AP890310-0341,17.070595,1.8461324302805537,6.561925172468646,17.07130329976849,-34.13167887074822,-12.58412487133873,0
54:AP891111-0103,6.126026,0.511382368248007,2.2406375771324627,6.126232305405899,-36.616502200864076,0,0
54:AP890802-0084,6.05978,0.7976882634792418,2.5317684224851877,6.060061909140796,-35.76898238105986,-23.913170525592022,0
54:AP890607-0247,13.895017,1.3646829671999592,5.025398025221291,13.895577026948255,-34.53847566148002,-14.60626620514968,0
54:AP891002-0300,5.425689,0.6780538716794876,2.148817326221019,5.425941813231073,-36.32854267144236,-24.47100224197385,0
54:AP890201-0046,9.87274,1.0436671376270634,3.6895257957172545,9.873146170631006,-35.07684787968379,-19.626542188849086,0
54:AP890307-0096,12.418883,1.2617320517042787,4.43735229333007,11.364569036299379,-34.94242869864351,-18.393814689412608,0
54:AP891026-0193,8.187923,0.7362817116129776,2.7814561204748087,8.188242896660398,-36.32905602660275,-20.532157623247944,0
54:AP890523-0118,8.401957,0.8030883019771451,3.518756098944768,8.402239570896498,-35.63556197430209,-23.96897386482601,0
54:AP890112-0055,8.8102,0.7880805953795134,3.0759499190775457,8.81053496810105,-35.924145740071,-20.44213216525064,0
54:AP890920-0004,8.410759,0.8691032878501802,3.034743823389237,8.411108922568665,-35.07817882383672,-20.475527857494164,0
54:AP890324-0112,6.815624,0.5886666682594321,2.2238098292062096,6.815891097328499,-36.32983273372112,-21.17668328853586,0
54:AP891212-0091,13.292982,1.430129207443204,5.340290527488246,13.293504741432386,-34.53707458564118,-17.89529533268829,0
54:AP890703-0215,6.00903,0.7875004293326854,2.4994334390503474,6.009309600815585,-35.769037875532966,-23.99846570646801,0
54:AP890722-0005,9.399063,0.9570782809571975,3.414702981978354,9.399447512490308,-35.413320116305,-19.985216660301298,0
54:AP890115-0077,5.722074,0.5886666682594321,1.866949652477299,5.722340561515017,-36.32983273372112,-20.94346081903136,0
54:AP891128-0077,8.708105,0.7714994874475883,3.10294098475313,8.708427521836295,-35.414651060457935,-20.637038473887458,0
54:AP891005-0217,8.185331,0.888489967267249,3.0380168689337093,8.185679293015031,-34.54051238213978,-20.471486436543955,0
54:AP890307-0022,7.4908123,0.6767081302407953,2.965017488896351,7.491064642648204,-36.10567657709809,-24.650884796896605,0
54:AP890609-0217,9.717815,0.9030554064574474,3.4699758330220885,9.718190417604918,-35.23188595401752,-20.248587539540452,0
54:AP890719-0120,5.4338837,0.6780538716794876,2.152062979558459,5.434136551091132,-36.32854267144236,-24.458980226710914,0
54:AP890330-0029,17.492384,1.8693160414768184,6.366891535040242,16.425183866735495,-32.7470490205649,-12.946697445123988,0
54:AP890817-0057,8.961194,0.8249371197416056,3.116370221508712,8.961544467010231,-36.32872305976339,-20.099313608472926,0
54:AP890608-0222,7.293783,0.7931046410703788,2.5153223612992495,7.2941223484764075,-36.32883405486923,-20.11351725134046,0
54:AP890915-0050,9.83162,0.9644541666804479,3.5399596390431203,9.832012804556303,-35.92336894676107,-19.715383662122022,0
54:AP890727-0229,5.5446706,0.6983138841643525,2.2163658685399406,5.544928349510116,-35.76959265094984,-24.569110517903184,0
54:AP890307-0147,8.040009,0.751166984917582,3.2912612510945474,8.040279212936918,-35.41313953102932,-24.415645506861452,0
54:AP890503-0202,7.3384156,0.6440012358692253,2.4313062519085777,7.338702566261384,-36.32949989617627,-20.987881796853834,0
54:AP890606-0184,9.190224,1.0905224315502904,3.4579438646936698,9.190651665910512,-35.63557587920345,-19.035143646438296,0
54:AP890123-0221,8.4691305,0.7491363224613423,2.9269125553054356,8.46945280319194,-35.92436762561295,-20.602104547890505,0
54:AP890531-0283,5.640575,0.45847229225629355,2.0088104516057714,5.640765070697253,0,-25.262708921158847,0
54:AP891102-0122,8.182735,0.7362817116129776,2.779693933652784,8.183055566604354,-36.32905602660275,-20.569000081589806,0
54:AP891221-0266,5.5518265,0.7011860530487224,2.2221254130790418,5.552084485607238,-36.3284594193376,-24.3138366047306,0
54:AP890711-0236,6.6819916,0.7108180089147427,2.2543512420056597,6.682302672975988,-36.329167003231795,-20.470632174869422,0
54:AP891004-0189,6.106692,0.8071865556512952,2.5619148810576835,6.1069754194099595,-35.51788991219597,-23.94612934340087,0
54:AP890919-0165,5.640575,0.45847229225629355,2.0088104516057714,5.640765070697253,0,-25.262708921158847,0
54:AP890412-0248,6.009861,0.6244356214745721,1.980390481345585,6.01014093327495,-36.32961084817916,-20.810794272913387,0
54:AP890228-0015,12.132466,1.2515185526659167,4.353130661867722,11.09003594045593,-34.537296557374695,-18.45915838089039,0
54:AP890919-0128,13.301548,1.3143120600584757,4.788073382273774,12.242321420678909,-35.00707821488692,-18.474361552733008,0
54:AP891025-0049,12.63069,1.3102759483633364,4.94983781153841,12.63118256000621,-34.49691843242796,-18.659872447385176,0
54:AP891113-0012,16.04161,1.6077986509538216,5.722683633571242,15.040682648547968,-33.33550123133869,-13.969754886161443,0
54:AP890426-0003,5.488718,0.6880347651197115,2.1837411576100356,5.488973439915495,-36.105621091862346,-24.515931482729755,0
54:AP890119-0087,8.961194,0.8249371197416056,3.116370221508712,8.961544467010231,-36.32872305976339,-20.099313608472926,0
54:AP890504-0149,6.119158,0.8097238822640968,2.569968056326683,6.119442358020244,-34.88295478044044,-24.08083857248051,0
54:AP891122-0151,5.603636,0.70925155556258,2.251080746932122,5.6038963257193695,-36.328431667095735,-24.244550766210445,0
54:AP891220-0017,17.887129,1.8693898943598488,6.457204864790284,16.692667018035348,-34.94165157482273,-11.27549378137292,0
54:AP890202-0145,5.9993114,0.4972977662595768,2.1789254602631414,5.999513598439767,0,-24.99873192643684,0
54:AP890623-0212,9.405865,0.8534638312258975,3.419298889078425,9.40621563832175,-35.41398569909474,-20.30664136932141,0
54:AP891010-0227,6.3473783,0.5364687198158011,2.350554198209033,6.347592093669691,-36.32920843888526,-25.284010825691585,0
54:AP891225-0076,6.966203,0.6100415859914597,2.672915974535609,6.966438004579861,-36.61614149178938,-24.74408118804597,0
54:AP891215-0086,5.7875624,0.7440790172543299,2.36161900076313,5.78783147636469,-36.10537137019666,-24.14755092804756,0
54:AP890531-0006,6.0506415,0.7976882634792418,2.5279501129337865,6.050923268936554,-35.76898238105986,-23.920118128381205,0
54:AP891204-0184,5.922494,0.7703354747995129,2.444953898796198,5.9227694472456855,-35.317829351224994,-24.262689613510325,0
54:AP890810-0071,13.007341,1.3482334532548497,5.183934447587811,13.007843230432432,-34.383478788962556,-18.406365923965435,0
54:AP890110-0238,7.8056135,0.686406221039985,2.453789680034098,7.805935345194257,-35.63908436637753,-17.030419665552873,0
54:AP891228-0197,5.753246,0.7391606097962178,2.342470401733798,5.753513266240743,-35.413250424588945,-24.438528823491225,0
54:AP890803-0231,5.55243,0.6997470213559228,2.2209144768783426,5.552688167754658,-36.105565603547824,-24.44709342012988,0
54:AP890111-0161,6.009861,0.6244356214745721,1.980390481345585,6.01014093327495,-36.32961084817916,-20.810794272913387,0
54:AP890511-0136,5.959499,0.5023412557288273,1.8976977674116116,5.959731648024424,-36.33049824268563,-21.526590395444426,0
54:AP891004-0241,7.479077,0.6751707562469705,2.9582814374511837,7.479328656615554,-36.61596108844865,-24.245708170267243,0
